tooth_class,tooth_head,lm_index,name,x_mm,y_mm,z_mm,confidence,margin,roi_size
4,t34,5,mc,16.89520263671875,-9.959446907043457,-1.9276466369628906,0.9203991293907166,0.5015220046043396,13327
4,t34,6,dc,12.652663230895996,-1.9996466636657715,-8.400222778320312,0.9006393551826477,0.5061930418014526,13327
4,t34,7,bgb,15.995367050170898,-12.246166229248047,-8.774629592895508,0.9999991655349731,0.5007627010345459,13327
4,t34,8,lgb,15.893743515014648,-12.176716804504395,-9.098982810974121,0.9995013475418091,0.5153371691703796,13327
4,t34,9,lm_09,12.361900329589844,-3.670656681060791,-4.970623016357422,0.3964022696018219,0.5007935762405396,13327
4,t34,10,lm_10,19.384008407592773,-0.872386634349823,0.6582866311073303,0.8997011184692383,0.5014380216598511,13327
4,t34,11,lm_11,19.3806095123291,-0.17895333468914032,0.06328999996185303,0.9555545449256897,0.5007175803184509,13327
5,t35,0,b,24.951129913330078,0.835319995880127,-2.2895898818969727,0.9943150877952576,0.5054434537887573,17041
5,t35,1,l,17.84906578063965,8.936299324035645,-11.340499877929688,0.8511245846748352,0.5019853711128235,17041
5,t35,2,m,16.566509246826172,7.230739593505859,-2.164093255996704,0.9804892539978027,0.5027400255203247,17041
5,t35,3,mr,13.628235816955566,-1.1649032831192017,-4.195863246917725,0.8441463112831116,0.5009388327598572,17041
5,t35,4,dr,14.398116111755371,1.3597899675369263,-9.910305976867676,0.9304072856903076,0.5012023448944092,17041
5,t35,5,mc,12.453146934509277,-2.9707465171813965,-5.393189907073975,0.9677589535713196,0.5012500882148743,17041
5,t35,6,dc,13.2675199508667,-2.7323267459869385,-3.610536575317383,0.8562039732933044,0.5072116851806641,17041
5,t35,7,bgb,23.725679397583008,-1.0056166648864746,-6.775093078613281,0.9999998807907104,0.5298625230789185,17041
5,t35,8,lgb,18.21790313720703,13.784273147583008,-3.087169885635376,0.9634264707565308,0.5020476579666138,17041
5,t35,9,lm_09,17.7105770111084,8.515746116638184,-11.335403442382812,0.9360299706459045,0.5029970407485962,17041
5,t35,10,lm_10,16.995132446289062,7.058099746704102,-11.963459968566895,0.40207692980766296,0.5016981959342957,17041
5,t35,11,lm_11,15.796523094177246,5.210546493530273,-12.387956619262695,0.982722282409668,0.5017127990722656,17041
6,t36,0,mb,21.232275009155273,15.470402717590332,-0.2427699863910675,0.9980278611183167,0.5028368234634399,7562
6,t36,1,db,20.405149459838867,15.562789916992188,-0.745086669921875,0.9934391379356384,0.5034491419792175,7562
6,t36,2,ml,23.91238021850586,-1.0666532516479492,-9.617616653442383,0.9712281227111816,0.5068104863166809,7562
6,t36,3,dl,18.250839233398438,13.86259937286377,-0.6891866326332092,0.8587946891784668,0.5023777484893799,7562
6,t36,4,bg,19.415172576904297,7.917329788208008,-0.5569599866867065,0.9937741756439209,0.5012410879135132,7562
6,t36,5,m,18.437946319580078,9.053030014038086,-0.7896432876586914,0.9398391842842102,0.5000261068344116,7562
6,t36,6,mr,26.37090492248535,7.334663391113281,-0.4885033071041107,0.8434130549430847,0.5141814351081848,7562
6,t36,7,dr,16.971221923828125,10.921899795532227,-1.3568066358566284,0.3756336271762848,0.5004914999008179,7562
6,t36,8,mc,23.387636184692383,10.715046882629395,-0.3562133312225342,0.707775890827179,0.5013499855995178,7562
6,t36,9,dc,18.19242286682129,10.773049354553223,0.24756333231925964,0.4213775098323822,0.509484589099884,7562
6,t36,10,bgb,24.295509338378906,-0.5596233606338501,-9.795403480529785,0.9999837875366211,0.5090043544769287,7562
6,t36,11,lgb,17.340356826782227,9.806449890136719,-1.1030865907669067,0.16682909429073334,0.5061607360839844,7562
7,t37,0,mb,24.53059959411621,14.724979400634766,-0.30801331996917725,0.9817003607749939,0.5022193193435669,15148
7,t37,1,db,29.029041290283203,20.45724868774414,3.0684800148010254,0.9178411364555359,0.5003390312194824,15148
7,t37,2,ml,23.001209259033203,25.935110092163086,0.11236999928951263,0.8630326390266418,0.5014824271202087,15148
7,t37,3,dl,21.16506576538086,20.410186767578125,-2.5770933628082275,0.7039342522621155,0.5006563663482666,15148
7,t37,4,bg,22.571352005004883,14.958749771118164,-0.06657666712999344,0.9683941602706909,0.502471387386322,15148
7,t37,5,m,21.458580017089844,20.475379943847656,-2.3775198459625244,0.9951874017715454,0.505359947681427,15148
7,t37,6,mr,22.077579498291016,15.306916236877441,-0.14324332773685455,0.7572869658470154,0.5023536682128906,15148
7,t37,7,dr,26.283132553100586,23.69572639465332,2.801936626434326,0.8625088334083557,0.5004185438156128,15148
7,t37,8,mc,23.92719841003418,12.64835262298584,-0.2242966592311859,0.8977604508399963,0.5012620091438293,15148
7,t37,9,dc,23.363216400146484,26.46709632873535,0.44806331396102905,0.9226887226104736,0.5004100203514099,15148
7,t37,10,bgb,32.26642990112305,22.065670013427734,-1.8024166822433472,0.99016273021698,0.515209972858429,15148
7,t37,11,lgb,21.08078956604004,22.168209075927734,-2.828889846801758,0.8669005036354065,0.5096927285194397,15148
8,t41,0,m,-4.1044535636901855,-15.928289413452148,-0.3240000009536743,0.6944664120674133,0.5005180835723877,5667
8,t41,1,ma,1.3230199813842773,-15.422836303710938,-0.8855299949645996,0.943891167640686,0.5027371048927307,5667
8,t41,2,da,0.8519399762153625,-19.273576736450195,3.3435800075531006,0.981846272945404,0.5014770030975342,5667
8,t41,3,mc,1.3230199813842773,-15.422836303710938,-0.8855299949645996,0.9054880738258362,0.5056403875350952,5667
8,t41,4,dc,0.83038330078125,-19.267719268798828,3.243086576461792,0.9586669206619263,0.5009889602661133,5667
8,t41,5,bgb,-2.584106683731079,-20.456689834594727,3.320126533508301,0.9990426898002625,0.5006711483001709,5667
8,t41,6,lgb,1.2836799621582031,-15.507573127746582,-0.8373366594314575,0.9803563356399536,0.5014805197715759,5667
8,t41,7,lm_07,1.3230199813842773,-15.422836303710938,-0.8855299949645996,0.9655852913856506,0.5009579062461853,5667
8,t41,8,lm_08,1.3244699239730835,-15.46694278717041,-0.8266366720199585,0.7547427415847778,0.5009961128234863,5667
8,t41,9,lm_09,1.3230199813842773,-15.422836303710938,-0.8855299949645996,0.8881883025169373,0.5015293955802917,5667
8,t41,10,lm_10,0.848609983921051,-19.30898666381836,3.182316541671753,0.9370750784873962,0.5002662539482117,5667
8,t41,11,lm_11,0.30473998188972473,-17.597373962402344,4.033279895782471,0.6513944268226624,0.5037097930908203,5667
9,t42,0,m,-7.9029364585876465,-12.388195991516113,-0.49769333004951477,0.6276621222496033,0.5016891956329346,2079
9,t42,1,ma,-8.141463279724121,-12.197822570800781,-1.4398666620254517,0.9929077625274658,0.5008560419082642,2079
9,t42,2,da,-6.894286632537842,-18.017147064208984,3.461979866027832,0.9977731108665466,0.50458824634552,2079
9,t42,3,mc,-7.945819854736328,-12.118986129760742,-1.4865199327468872,0.9601213335990906,0.5156517624855042,2079
9,t42,4,dc,-6.894286632537842,-18.017147064208984,3.461979866027832,0.9854088425636292,0.508500337600708,2079
9,t42,5,bgb,-6.906919956207275,-17.882925033569336,3.7092432975769043,0.9972807168960571,0.5004634857177734,2079
9,t42,6,lgb,-7.2611799240112305,-17.946123123168945,2.9717133045196533,0.9989199638366699,0.5158635973930359,2079
9,t42,7,lm_07,-7.08500337600708,-17.98125648498535,3.25603985786438,0.9235284328460693,0.5006938576698303,2079
9,t42,8,lm_08,-8.616252899169922,-16.569406509399414,4.122389793395996,0.9660350680351257,0.5009416341781616,2079
9,t42,9,lm_09,-8.141463279724121,-12.197822570800781,-1.4398666620254517,0.9276303648948669,0.5054104924201965,2079
9,t42,10,lm_10,-8.126799583435059,-12.509963035583496,-0.13335666060447693,0.4262111186981201,0.5021540522575378,2079
9,t42,11,lm_11,-7.7900800704956055,-13.164456367492676,0.743209958076477,0.19838497042655945,0.505362331867218,2079
10,t43,0,m,-12.950526237487793,-7.169823169708252,-2.106673240661621,0.8273656368255615,0.5120431780815125,3613
10,t43,1,mc,-13.029236793518066,-7.099833011627197,-1.9251232147216797,0.9557284116744995,0.5064737200737,3613
10,t43,2,dc,-13.129205703735352,-7.236849784851074,-1.7095032930374146,0.9106094241142273,0.5027875304222107,3613
10,t43,3,bgb,-9.944196701049805,-15.586359024047852,2.1276566982269287,0.9989612102508545,0.5144111514091492,3613
10,t43,4,lgb,-13.081046104431152,-7.226986408233643,-1.8670766353607178,0.930830717086792,0.5034717321395874,3613
10,t43,5,lm_05,-9.5836763381958,-15.225152969360352,3.022629976272583,0.9049279689788818,0.5057652592658997,3613
10,t43,6,lm_06,-14.808492660522461,-8.41506290435791,0.7504799962043762,0.8255645632743835,0.5006561279296875,3613
10,t43,7,lm_07,-8.407052993774414,-12.313166618347168,-1.3688066005706787,0.41896697878837585,0.503685474395752,3613
10,t43,8,lm_08,-14.188336372375488,-10.9479398727417,3.398129940032959,0.6850410103797913,0.5025249719619751,3613
10,t43,9,lm_09,-10.277933120727539,-14.947035789489746,1.40733003616333,0.9785832166671753,0.50044184923172,3613
10,t43,10,lm_10,-12.64363956451416,-7.280942916870117,-2.2426934242248535,0.8602840900421143,0.5063381791114807,3613
10,t43,11,lm_11,-9.823846817016602,-15.570396423339844,2.5955867767333984,0.9854830503463745,0.5018613338470459,3613
11,t44,0,b,-15.966485977172852,0.2791266441345215,-6.125839710235596,0.9976404905319214,0.5085136890411377,14541
11,t44,1,l,-12.549713134765625,-2.5141866207122803,-6.625426769256592,0.9797821640968323,0.5046898722648621,14541
11,t44,2,m,-13.161330223083496,-3.1930065155029297,-3.911306619644165,0.5243642926216125,0.5039306879043579,14541
11,t44,3,mr,-15.966485977172852,0.2791266441345215,-6.125839710235596,0.5646833181381226,0.5067079067230225,14541
11,t44,4,dr,-12.549713134765625,-2.5141866207122803,-6.625426769256592,0.9800917506217957,0.5055317282676697,14541
11,t44,5,mc,-13.236753463745117,-3.1057798862457275,-4.057119846343994,0.8113922476768494,0.5005701184272766,14541
11,t44,6,dc,-12.45677661895752,-2.6465566158294678,-6.408933162689209,0.9426257014274597,0.5031247138977051,14541
11,t44,7,bgb,-12.065536499023438,-14.45478630065918,1.5154533386230469,0.9999289512634277,0.5010116100311279,14541
11,t44,8,lgb,-11.476836204528809,-14.432496070861816,-2.7314631938934326,0.9919821619987488,0.5113050937652588,14541
11,t44,9,lm_09,-15.77142333984375,-13.324469566345215,-7.079536437988281,0.9879059791564941,0.500369668006897,14541
11,t44,10,lm_10,-12.740612983703613,-14.563539505004883,-4.171339988708496,0.9677716493606567,0.5001994371414185,14541
11,t44,11,lm_11,-12.616043090820312,-8.239106178283691,0.916659951210022,0.5227121114730835,0.5012235641479492,14541
12,t45,0,b,-25.37368392944336,0.3472466468811035,-1.7315032482147217,0.9730708003044128,0.5035363435745239,7264
12,t45,1,l,-22.988689422607422,-0.5473666191101074,-0.09850999712944031,0.6365004181861877,0.5011509656906128,7264
12,t45,2,m,-19.471942901611328,-9.091026306152344,-9.243206977844238,0.6406038999557495,0.5035740733146667,7264
12,t45,3,mr,-20.902286529541016,-0.6794666647911072,-2.4193832874298096,0.3016386330127716,0.5004693269729614,7264
12,t45,4,dr,-19.471309661865234,-1.6949466466903687,-3.974623203277588,0.6781683564186096,0.5002455115318298,7264
12,t45,5,mc,-20.106733322143555,-3.3397297859191895,-1.390199899673462,0.5382912158966064,0.5029696226119995,7264
12,t45,6,dc,-19.42017936706543,-1.761366605758667,-3.965139865875244,0.590552806854248,0.5007944107055664,7264
12,t45,7,bgb,-26.944358825683594,-5.053760051727295,-5.991970062255859,0.9999988079071045,0.5016262531280518,7264
12,t45,8,lgb,-19.980161666870117,-7.046533107757568,-5.695106506347656,0.6938885450363159,0.5122685432434082,7264
12,t45,9,lm_09,-18.707502365112305,-5.715546607971191,-0.07081999629735947,0.393047034740448,0.5004784464836121,7264
12,t45,10,lm_10,-24.8222599029541,-4.326280117034912,-9.84217357635498,0.8906686902046204,0.500950276851654,7264
12,t45,11,lm_11,-21.532752990722656,-1.5735199451446533,-0.7318599820137024,0.652687668800354,0.5010049939155579,7264
13,t46,0,mb,-20.455406188964844,12.039155960083008,-0.907319962978363,0.7681151628494263,0.5026755332946777,14679
13,t46,1,db,-20.419023513793945,12.82171630859375,-2.4449665546417236,0.9993690848350525,0.5222688317298889,14679
13,t46,2,ml,-20.419023513793945,12.82171630859375,-2.4449665546417236,0.9756360054016113,0.5108680129051208,14679
13,t46,3,dl,-18.698204040527344,11.390059471130371,-4.2954230308532715,0.9993232488632202,0.5073266625404358,14679
13,t46,4,bg,-20.02613067626953,5.654826641082764,-0.9093566536903381,0.833297610282898,0.5143145322799683,14679
13,t46,5,m,-20.893966674804688,-1.8859232664108276,-1.2061532735824585,0.9686846733093262,0.5038888454437256,14679
13,t46,6,mr,-22.329612731933594,12.299880027770996,-0.5509166717529297,0.7240732908248901,0.5591769814491272,14679
13,t46,7,dr,-17.38160514831543,1.2337232828140259,-5.582866191864014,0.9607210755348206,0.5004545450210571,14679
13,t46,8,mc,-20.419023513793945,12.82171630859375,-2.4449665546417236,0.896878719329834,0.5024104118347168,14679
13,t46,9,dc,-16.761259078979492,0.8242733478546143,-5.998016357421875,0.9225988984107971,0.5014553070068359,14679
13,t46,10,bgb,-26.246198654174805,-7.080756664276123,-1.977720022201538,0.9999983310699463,0.503917396068573,14679
13,t46,11,lgb,-19.979156494140625,-1.167116641998291,-3.5406665802001953,0.5488485097885132,0.5075174570083618,14679
14,t47,0,mb,-26.068721771240234,9.731446266174316,0.04434666410088539,0.4017389416694641,0.5000687837600708,11779
14,t47,1,db,-24.75837516784668,13.850729942321777,2.206956624984741,0.48865365982055664,0.5005068778991699,11779
14,t47,2,ml,-20.567363739013672,12.659326553344727,-2.193906545639038,0.4419442415237427,0.5025617480278015,11779
14,t47,3,dl,-20.135683059692383,15.606595993041992,0.3771066665649414,0.992262601852417,0.500796914100647,11779
14,t47,4,bg,-29.490699768066406,15.839142799377441,2.6660499572753906,0.9113465547561646,0.500389039516449,11779
14,t47,5,m,-20.567363739013672,12.659326553344727,-2.193906545639038,0.9883812069892883,0.501084566116333,11779
14,t47,6,mr,-20.481952667236328,12.981782913208008,-2.4363698959350586,0.18140259385108948,0.5003415942192078,11779
14,t47,7,dr,-20.565622329711914,14.395563125610352,0.5383399724960327,0.8942212462425232,0.5005491971969604,11779
14,t47,8,mc,-26.673725128173828,14.831719398498535,3.0752432346343994,0.7141066193580627,0.5032320022583008,11779
14,t47,9,dc,-21.66546630859375,20.678468704223633,0.9845166206359863,0.9569202661514282,0.5003485679626465,11779
14,t47,10,bgb,-30.135746002197266,17.46965980529785,2.7129833698272705,0.9956445693969727,0.5102612972259521,11779
14,t47,11,lgb,-20.481952667236328,12.981782913208008,-2.4363698959350586,0.8675891160964966,0.5025234818458557,11779
